1374,14.1,1121,180,771,146,1685,1399,18.5,43,0.9074,3
1287,10.1,982,115,841,124,1582,1291,17.8,47,0.9467,1.9
1408,12.1,1052,149,761,124,1684,1443,16.8,53.2,1.01,2.3
1141,5.3,777,69,986,83,1455,1060,15.1,58.2,0.9886,1.2
986,3,651,60,1145,74,1380,891,14.5,58,0.9488,0.8
1454,15.4,1162,188,682,114,1915,1457,18,51.5,1.0552,3.1
1015,4.1,718,61,1065,71,1428,714,16.6,55.4,1.0408,1
1664,24.1,1407,329,594,134,2198,1564,15.3,55.2,0.9538,4.5
1329,14.1,1119,182,707,107,1823,1288,19.6,41.8,0.9407,2.9
1167,7.6,884,105,881,78,1580,931,20.2,40.1,0.937,1.6
1284,13.6,1103,167,755,116,1704,1064,20.4,34.7,0.8229,2.9
1143,10.3,988,109,849,98,1590,710,18.8,36.8,0.7883,1.9
1016,6.6,839,119,991,97,1448,790,16.6,44.3,0.8294,1.5
1177,7.5,880,146,927,104,1552,776,10.9,76.4,0.9953,1.9
1045,5.9,808,65,1038,69,1421,589,16.4,47.7,0.8819,1.2
1207,11,1013,174,876,116,1632,982,10,74,0.9087,3.3
1020,4.8,752,95,1074,97,1398,839,9.3,75,0.8799,1.4
1121,11.3,1026,122,865,96,1541,958,21.5,27.4,0.6941,2.1
1085,10.7,1004,106,888,95,1454,816,21,25.4,0.6264,1.9
1073,6,812,112,988,65,1500,950,10.8,70.5,0.9142,1.4
883,5.1,766,90,1152,81,1238,498,19.8,23.1,0.5283,1.3
1110,8.2,909,125,916,115,1487,984,13.2,50.3,0.7577,2
1247,11.6,1037,187,812,125,1618,1193,12.3,55.5,0.7916,2.9
1220,9.7,967,174,844,117,1545,1219,11.8,56.6,0.7833,2.5
1028,5.1,770,75,1047,84,1326,913,11.2,56.2,0.7469,1.4
949,3.7,694,61,1160,68,1310,772,9.3,64.3,0.7531,1
1087,7.3,870,107,1014,90,1412,851,20.2,29.2,0.683,1.8
854,3.1,658,42,1409,46,1108,369,22,19,0.4969,0.9
989,4,709,75,1225,80,1233,469,17.9,30.8,0.6258,1.4
922,3.4,674,63,1220,78,1205,498,15.6,37.5,0.6575,1.1
924,2.9,648,63,1272,74,1186,465,14.5,39,0.6428,1.1
914,3.1,661,66,1256,81,1187,478,14.2,38.2,0.6163,1.1
840,1.6,556,41,1474,58,1094,366,13.7,38.3,0.5957,0.7
753,0.7,462,16,1822,25,955,274,13.9,30.9,0.4868,0.3
835,0.7,472,33,1756,49,1117,314,13.9,43.6,0.6871,0.4
922,1.5,541,45,1453,57,1246,432,13.3,53.6,0.8169,0.6
1004,2.8,641,85,1201,71,1305,557,12.1,60.5,0.8505,1.1
1025,3.5,682,88,1197,77,1313,537,10.3,65.2,0.8151,1.2
964,3.7,692,88,1176,82,1292,573,10.6,57.7,0.7362,1.2
904,2.7,635,66,1269,74,1233,489,10.6,56.1,0.7149,0.8
844,1.3,532,25,1499,36,1176,376,10.5,59.9,0.7624,0.5
837,1.2,518,18,1581,29,1182,360,10.5,60.8,0.7704,0.3
825,0.9,489,21,1565,28,1171,363,11.1,60.1,0.7925,0.3
1124,6.9,853,149,960,99,1531,873,10,68.7,0.8456,1.6
1020,7.2,866,116,972,84,1429,791,15.1,42.7,0.7294,1.6
1073,9.7,966,128,935,87,1537,805,16.6,36.7,0.6867,1.8
1061,7.7,887,110,920,88,1462,869,16.3,41.8,0.7712,1.7
1289,15.3,1158,184,755,118,1791,1196,16.1,42.8,0.7783,3
1442,21.5,1337,243,630,134,2004,1523,15.3,46.8,0.8074,4.6
1266,14.6,1138,205,726,129,1747,1370,14.1,49.6,0.7931,3.5
1079,6.8,847,108,925,90,1463,1122,11.6,62.2,0.851,1.5
900,2.7,635,47,1207,60,1307,836,11.1,63.2,0.8331,0.7
1109,8.9,935,147,882,95,1518,1026,21.1,30.2,0.745,2.1
1122,10.4,993,132,859,95,1571,993,18.4,34.2,0.7185,2.1
1454,17.5,1225,299,661,135,1809,1654,17.1,42.1,0.812,3.8
1418,19.5,1282,231,681,129,1890,1418,19.2,35.7,0.7826,4
1292,14,1116,192,746,129,1676,1293,19.6,34.6,0.7807,3.1
1560,24.4,1413,251,594,149,2046,1642,19.6,35.5,0.8017,5.2
1765,28.1,1507,289,533,149,2271,1895,18.3,44.1,0.9183,5.9
1209,7.1,863,120,882,108,1547,1084,13.7,66.8,1.041,2
1033,3.6,686,63,1030,69,1420,948,11.9,74.8,1.038,1
1406,18.7,1258,279,636,116,1890,1495,13.8,61.1,0.9595,4.1
1235,9.6,963,166,803,103,1680,1095,13.1,80.1,1.2016,2.7
1100,6.4,829,103,887,83,1565,972,12.7,81.2,1.1849,1.9
1662,31.1,1576,351,523,123,2417,1861,15.4,53.3,0.9289,5.6
1553,22.1,1354,358,621,142,2030,1895,19.1,42.1,0.9233,5
1423,18.3,1247,245,706,142,1887,1684,23.7,31,0.8968,3.2
1497,25.8,1449,281,679,186,1985,1532,29.5,20.1,0.8136,4.6
1747,32.5,1608,281,557,161,2335,1983,23.1,36.7,1.0244,5.6
1294,13,1083,121,770,108,1687,1321,19.2,44.9,0.9875,2.2
1300,11.8,1043,110,777,107,1659,1375,18.8,47.7,1.0221,2
1402,13.4,1098,161,736,113,1729,1456,18.2,49.7,1.0284,2.8
933,3.7,697,71,1045,65,1403,937,14.8,57.7,0.9644,0.7
1311,15,1147,166,681,86,1838,1351,16.7,51.9,0.9788,2.5
1409,15.6,1169,188,685,105,1874,1459,20,45,1.039,3
1301,12.3,1059,161,787,107,1727,1297,23.9,33.7,0.9837,2.6
1391,14.6,1136,134,738,105,1840,1296,27.2,32.4,1.1493,2.6
1257,9.9,973,90,860,93,1634,839,27.5,31.6,1.1417,1.8
1169,6.8,850,88,906,79,1584,873,15.6,73.5,1.2953,2
984,3.9,707,71,1131,73,1359,494,12.4,64.1,0.9209,1.3
763,0.7,471,14,1783,20,1098,305,12.5,50.9,0.7346,0.3
833,1.6,553,40,1476,45,1180,373,14.4,45.9,0.7476,0.6
830,2.2,596,54,1389,52,1145,371,17.9,30.7,0.6234,0.8
1085,8.2,907,133,976,101,1419,893,16.6,34,0.6353,2.5
940,5.1,769,100,1103,90,1310,731,15.5,37,0.6447,1.4
1126,13,1083,116,875,93,1654,955,14.8,39.5,0.6595,2.8
978,7,858,102,1013,79,1379,761,14.5,42,0.6896,2.1
1033,8.9,934,134,917,89,1490,844,15,41.7,0.7093,2.1
941,5.3,780,113,1080,84,1343,720,16.3,38.4,0.7052,1.4
917,5.2,772,98,1098,78,1311,605,18.8,31.7,0.6821,1.3
942,5.4,785,86,1065,77,1365,571,19.7,32.5,0.7396,1.3
981,6,810,86,1060,77,1395,605,20.7,31.6,0.7602,1.4
984,6.4,832,91,1034,81,1410,636,20,32.7,0.7545,1.5
1116,10.7,1003,119,864,101,1625,886,18.6,35.4,0.7535,2.2
1163,12.5,1068,135,811,111,1616,977,17.8,37.5,0.7568,3
846,1.6,557,19,1385,32,1212,406,15.6,43.4,0.7651,0.5
1075,7.9,896,128,938,94,1487,936,19.6,35.9,0.81,1.9
1066,8.8,931,118,979,81,1474,757,24.8,25.3,0.7793,1.7
1187,14.8,1142,149,840,110,1651,1011,25.7,23.8,0.7737,2.7
1215,15.5,1164,155,817,113,1689,1015,27,22.3,0.786,2.9
1388,21.6,1341,177,702,131,1955,1315,23.7,30.2,0.8718,3.9
1133,10.9,1012,111,806,108,1608,1054,17.9,43.5,0.884,2
1055,8,899,72,880,83,1504,980,17.4,46.3,0.9112,1.3
1364,16.8,1205,196,723,139,1850,1566,26.7,28.7,0.9895,2.8
1311,15.7,1170,119,748,108,1787,1219,28.1,26.9,1.0094,2.4
1496,19.8,1292,178,680,145,1878,1300,27.3,30,1.0752,3.6
1642,24.9,1426,265,597,162,2117,1720,21.8,43.6,1.1226,5.3
1771,36.2,1690,368,461,125,2572,1982,16.1,56.5,1.0274,7.2
1167,14.4,1128,104,829,89,1716,1040,25.6,25.5,0.8234,2
1554,23.1,1379,266,614,138,2151,1693,21.7,44,1.1242,4.4
1664,28.6,1519,271,553,145,2312,1820,20.2,48.6,1.1354,5.4
1761,32.6,1610,332,502,146,2488,2006,20.2,50.8,1.1924,6.5
1524,19.2,1275,245,608,122,2046,1740,18.6,57.6,1.2233,4.3
1005,4.5,738,68,1005,66,1563,917,15.7,74.7,1.3194,0.8
1458,18.3,1249,213,662,111,2033,1380,16.6,68.2,1.2737,3
1381,16.6,1199,209,685,117,1970,1365,17.6,65,1.2945,3.3
1626,26.9,1476,281,555,135,2356,1786,19.8,58.6,1.3392,5.7
1363,15.1,1152,189,684,110,1951,1495,18.2,65.4,1.3529,3.1
858,2.6,624,24,1205,32,1434,543,16.7,67.1,1.2619,0.6
875,3.1,659,30,1180,35,1452,561,16.7,66.9,1.2631,0.7
1012,6.5,833,75,916,67,1632,862,16.9,66.5,1.2688,1.2
1120,8.8,931,118,886,89,1652,971,21.6,46.1,1.1725,2.1
1050,9.2,948,80,928,82,1584,652,26.1,30.3,1.0101,1.8
1053,8.3,911,98,949,91,1603,683,25.5,33.5,1.0767,2
1124,11,1013,114,849,104,1676,733,22.3,38.9,1.0324,2.4
1085,9.4,954,109,866,100,1656,871,17.8,55.5,1.1174,2
1072,7.9,894,76,893,74,1646,1118,17.1,60.4,1.1633,1.8
866,3.6,689,57,1138,45,1456,767,13.1,70.2,1.0554,0.7
1085,8.5,918,89,890,79,1639,871,21.3,44.7,1.1157,1.6
888,2.2,598,26,1228,39,1397,500,16.4,62.1,1.1493,0.6
964,3.7,697,61,1067,57,1516,717,15.8,64.3,1.1416,0.7
1493,21.1,1328,283,577,101,2193,1597,16.8,62.5,1.1869,3.4
1483,17.4,1222,318,597,109,2054,1529,17.4,68.9,1.3557,3.4
1222,12.9,1080,201,742,111,1755,1366,21.4,45,1.1291,2.5
1051,10.8,1008,102,911,90,1561,921,28.4,23.6,0.8983,1.7
1491,23.6,1392,190,630,128,2149,1473,26.4,34.6,1.1724,3.9
1467,23.3,1385,192,623,130,2084,1493,24.9,39.4,1.2268,4.2
1407,19.4,1279,163,660,120,2009,1308,23.5,43.7,1.2484,3.7
1214,9.8,970,119,777,100,1771,1076,18.7,64.6,1.3836,2
1280,9.9,976,180,780,88,1912,1003,16,80.8,1.4602,1.9
1505,22.3,1358,258,556,113,2248,1406,16.1,79.2,1.4398,4.3
870,4.3,729,43,1096,53,1475,586,18.5,56,1.181,0.9
830,2.3,608,33,1282,41,1370,441,18.6,52.3,1.1121,0.7
927,3.5,682,56,1109,54,1526,580,14.6,77.1,1.2727,0.8
1384,18.9,1265,255,620,124,2143,1307,16.4,72.4,1.3379,3.9
1143,13,1083,190,735,120,1887,1083,17.2,62.9,1.2228,2.6
1303,19.7,1288,202,618,114,2116,1236,16.8,66.8,1.2691,3.7
1242,16.4,1193,221,684,125,1945,1175,17.5,60.8,1.2029,3.5
1110,9.2,949,96,850,79,1733,842,15.9,70.7,1.2672,2.1
861,3.7,695,56,1130,67,1438,500,13.9,72.5,1.1502,1.1
1204,16.8,1205,193,729,101,1984,1139,14.7,58.5,0.9688,2.9
991,8.9,937,91,874,75,1581,644,15.1,54.5,0.9309,1.8
1182,14.1,1119,219,733,121,1831,1032,13.6,65.5,1.0184,3
1191,12.7,1074,239,741,128,1816,1038,12.3,78.3,1.1154,3.1
1272,14.6,1136,209,730,139,1869,1077,12.7,74.2,1.0863,3.6
1021,7.3,871,93,938,81,1586,805,14.1,64.9,1.0405,1.8
1200,19.8,1290,214,657,106,2014,1196,14.9,56.9,0.9582,3.7
1016,10.5,995,117,857,96,1642,854,13.9,62.7,0.9905,2.2
969,5.6,791,102,1084,80,1446,711,13.6,59.7,0.9271,2.2
758,1.5,546,27,1483,33,1252,396,14.6,53.3,0.8807,0.5
1105,12.9,1080,139,751,104,1758,981,20.8,40.6,0.9888,2.2
1137,17.8,1234,132,749,104,1824,990,23.4,32,0.91,2.5
1267,22,1352,188,651,124,1961,1196,21,37.8,0.9298,3.6
1319,24.4,1413,204,597,135,2050,1329,19.2,45.7,1.0084,4
1160,16.3,1189,167,698,122,1824,1151,17.7,50.9,1.0232,3
953,6.4,830,88,986,86,1521,860,16,56.5,1.0166,1.1
866,3.6,686,55,1135,48,1405,741,12,68,0.9547,0.6
1469,27.5,1491,327,555,95,2301,1561,12.7,65.6,0.962,4.6
1209,18.3,1248,188,712,119,1891,1295,23.5,29.5,0.8435,3
1336,21.1,1326,188,674,125,1923,1255,26.3,27.5,0.9306,3.5
1267,12.4,1064,138,706,100,1766,1348,17.3,58.8,1.1494,2.2
966,4.6,744,58,967,65,1511,935,15.6,63.9,1.1287,0.8
967,4.7,749,84,996,57,1517,881,14,68.3,1.0884,0.8
1152,9.6,964,134,800,73,1705,1096,14.5,65.7,1.0804,1.5
1500,23.6,1393,279,560,95,2163,1495,15.5,62.2,1.0875,4.1
1558,26.6,1469,336,525,121,2281,1758,18.8,52.4,1.1285,5.1
1074,9.4,954,136,846,112,1570,956,16.7,47.2,0.892,2.2
984,6.9,851,112,959,101,1452,817,16.8,45.6,0.8636,1.6
970,5.2,773,87,1026,91,1425,658,16.1,52,0.946,1.3
1122,10.6,1000,211,783,119,1663,1085,16.6,55.6,1.042,2.4
1152,11,1014,208,774,122,1714,1139,17.4,51.8,1.022,2.4
1020,7.2,866,139,907,90,1554,799,17.6,49.7,0.9944,1.6
1084,9.8,970,132,818,98,1626,845,19.5,45.5,1.0189,2.1
1378,21.7,1342,204,612,133,2076,1489,19.8,47.9,1.092,3.9
1428,21.2,1329,250,594,141,2102,1602,19.1,52.3,1.1486,4.6
1246,15,1150,152,654,107,1873,1354,17.3,57.8,1.1298,2.5
1141,11.1,1017,112,740,104,1690,1188,16.8,57.5,1.0912,2.1
1014,6.9,853,75,883,91,1538,975,16.3,57,1.0484,1.3
983,6.5,833,116,894,102,1524,1012,16,58.3,1.0481,1.2
1388,22.8,1372,272,601,140,2105,1449,18.5,49.4,1.0397,3.7
1148,13.6,1104,258,723,138,1713,1301,21,37.9,0.9313,3.3
1072,13,1084,148,843,114,1622,1017,27.7,20.8,0.7599,2.5
1146,14.9,1145,162,836,126,1647,1011,27.6,22.3,0.8116,3
1068,11.6,1037,128,869,119,1567,1217,22,28.6,0.7483,2.1
1135,12.4,1065,138,803,111,1630,1317,20.8,34.5,0.8365,2.3
947,5.7,798,67,964,81,1395,930,18,40.5,0.8271,1.2
1025,9.4,955,111,997,94,1457,834,25.6,23.5,0.7611,1.7
997,9.2,947,106,998,87,1460,815,25.5,22.6,0.7288,1.7
965,8.3,910,79,1056,81,1389,643,28.2,19.4,0.7303,1.4
1101,9.9,972,95,879,97,1552,1001,20.2,34.3,0.8017,1.6
918,4.2,721,57,1069,58,1353,785,13.8,51.4,0.8059,0.8
1238,10.6,999,129,833,118,1648,1013,23.7,39.4,1.1381,2.4
835,3.7,691,52,1265,67,1182,517,19.1,25.9,0.5673,0.9
979,8.3,910,123,1028,92,1396,788,24.2,21.7,0.6451,1.5
1029,10.1,983,129,950,97,1470,879,25.1,20.8,0.6516,1.9
985,8.5,919,104,1028,86,1387,700,26.3,18.9,0.6344,1.5
981,7.7,886,129,1054,99,1363,695,25.8,18.6,0.608,1.7
1153,15.6,1168,163,842,121,1644,1021,24.3,19.8,0.5933,3.1
1094,12.7,1072,170,888,122,1545,1105,22,24,0.6263,3
1022,6.3,825,68,931,54,1487,931,17.1,45.3,0.8784,0.9
1182,12.5,1066,121,818,106,1663,965,30.6,20.2,0.8719,2
1208,13.8,1111,133,783,127,1653,1018,32.2,18.9,0.8964,2.3
1346,19.3,1278,141,701,130,1873,1193,30.9,20.5,0.8996,3
1440,25.5,1443,232,635,162,2068,1594,25.8,27,0.8821,4.7
1069,7.7,887,70,859,84,1542,1041,19.3,43,0.9535,1.2
1215,14,1116,116,784,125,1715,852,31.6,21,0.959,2.3
1358,19.3,1278,176,689,149,1899,1192,28.8,26.3,1.0271,3.4
1379,21.9,1349,214,645,162,1961,1373,26.4,30.1,1.0204,4.3
1379,21.1,1326,191,659,151,1961,1307,24.7,31.5,0.9672,3.8
1373,18.4,1252,205,670,154,1889,1325,22.9,36.5,1.0083,3.8
1046,5.8,803,48,900,73,1490,823,18,53,1.0832,0.8
956,3.1,661,38,1043,59,1398,701,18.4,51.7,1.0819,0.5
1462,18.1,1242,149,637,83,1961,1552,20.7,46.4,1.1227,4
1218,12,1051,121,796,108,1689,881,30.3,23.3,0.9869,2
1379,20.6,1312,267,683,179,1870,1382,24.1,29.9,0.8879,4.5
1242,12.3,1060,141,745,117,1693,1359,20.2,42.8,0.9983,2.1
1045,6.8,850,78,889,93,1506,1102,20.5,42,1.0004,1.2
998,7,856,65,894,62,1488,926,14.9,54.7,0.9203,0.7
1522,28.2,1509,303,543,126,2275,1828,18.2,46.2,0.9575,4.8
1203,11.2,1023,137,825,117,1622,1132,28.5,23.8,0.915,1.8
